"";"ID";"Education";"number_survey"
"6001";67698;"Some College";1
"6002";67701;"Some College";1
"6003";67704;NA;1
"6004";67706;NA;1
"6005";67707;"High School";1
"6006";67713;"College Grad";1
"6007";67714;"8th Grade";1
"6008";67716;"9 - 11th Grade";1
"6009";67716;"9 - 11th Grade";2
"6010";67722;"Some College";1
"6011";67726;"9 - 11th Grade";1
"6012";67727;"Some College";1
"6013";67730;NA;1
"6014";67734;NA;1
"6015";67741;"Some College";1
"6016";67741;"Some College";2
"6017";67741;"Some College";3
"6018";67744;NA;1
"6019";67745;"Some College";1
"6020";67748;NA;1
"6021";67751;"High School";1
"6022";67752;NA;1
"6023";67754;"College Grad";1
"6024";67755;NA;1
"6025";67756;"College Grad";1
"6026";67761;"High School";1
"6027";67763;"College Grad";1
"6028";67768;NA;1
"6029";67768;NA;2
"6030";67768;NA;3
"6031";67772;"High School";1
"6032";67775;"High School";1
"6033";67779;"College Grad";1
"6034";67779;"College Grad";2
"6035";67781;"College Grad";1
"6036";67785;"9 - 11th Grade";1
"6037";67786;"9 - 11th Grade";1
"6038";67786;"9 - 11th Grade";2
"6039";67796;NA;1
"6040";67799;"Some College";1
"6041";67799;"Some College";2
"6042";67803;NA;1
"6043";67803;NA;2
"6044";67803;NA;3
"6045";67809;NA;1
"6046";67816;NA;1
"6047";67817;"Some College";1
"6048";67817;"Some College";2
"6049";67819;"Some College";1
"6050";67820;"College Grad";1
"6051";67823;NA;1
"6052";67828;"8th Grade";1
"6053";67828;"8th Grade";2
"6054";67833;"9 - 11th Grade";1
"6055";67834;"Some College";1
"6056";67834;"Some College";2
"6057";67836;"Some College";1
"6058";67836;"Some College";2
"6059";67839;"College Grad";1
"6060";67840;"Some College";1
"6061";67840;"Some College";2
"6062";67840;"Some College";3
"6063";67844;"Some College";1
"6064";67844;"Some College";2
"6065";67846;NA;1
"6066";67846;NA;2
"6067";67852;NA;1
"6068";67860;NA;1
"6069";67861;"College Grad";1
"6070";67863;"Some College";1
"6071";67863;"Some College";2
"6072";67865;"College Grad";1
"6073";67868;NA;1
"6074";67874;"Some College";1
"6075";67874;"Some College";2
"6076";67878;NA;1
"6077";67879;"Some College";1
"6078";67879;"Some College";2
"6079";67880;NA;1
"6080";67887;"Some College";1
"6081";67888;NA;1
"6082";67889;"College Grad";1
"6083";67891;"College Grad";1
"6084";67893;"College Grad";1
"6085";67893;"College Grad";2
"6086";67894;"8th Grade";1
"6087";67896;NA;1
"6088";67897;"College Grad";1
"6089";67901;"9 - 11th Grade";1
"6090";67902;"High School";1
"6091";67906;NA;1
"6092";67907;"High School";1
"6093";67907;"High School";2
"6094";67910;NA;1
"6095";67911;NA;1
"6096";67916;"Some College";1
"6097";67919;"Some College";1
"6098";67919;"Some College";2
"6099";67925;"Some College";1
"6100";67928;"Some College";1
"6101";67930;"College Grad";1
"6102";67931;NA;1
"6103";67933;NA;1
"6104";67934;NA;1
"6105";67934;NA;2
"6106";67936;NA;1
"6107";67936;NA;2
"6108";67939;"8th Grade";1
"6109";67945;NA;1
"6110";67948;"Some College";1
"6111";67954;NA;1
"6112";67955;NA;1
"6113";67957;"9 - 11th Grade";1
"6114";67957;"9 - 11th Grade";2
"6115";67959;NA;1
"6116";67962;"Some College";1
"6117";67964;"9 - 11th Grade";1
"6118";67967;"Some College";1
"6119";67972;"Some College";1
"6120";67972;"Some College";2
"6121";67974;"Some College";1
"6122";67974;"Some College";2
"6123";67974;"Some College";3
"6124";67984;"Some College";1
"6125";67984;"Some College";2
"6126";67985;NA;1
"6127";67985;NA;2
"6128";67988;NA;1
"6129";67989;"High School";1
"6130";67989;"High School";2
"6131";67989;"High School";3
"6132";67993;"8th Grade";1
"6133";67995;"9 - 11th Grade";1
"6134";67996;NA;1
"6135";68002;NA;1
"6136";68004;"College Grad";1
"6137";68007;"Some College";1
"6138";68010;"9 - 11th Grade";1
"6139";68014;NA;1
"6140";68015;NA;1
"6141";68016;"Some College";1
"6142";68017;"High School";1
"6143";68021;"9 - 11th Grade";1
"6144";68021;"9 - 11th Grade";2
"6145";68024;"High School";1
"6146";68025;NA;1
"6147";68030;"Some College";1
"6148";68035;"Some College";1
"6149";68035;"Some College";2
"6150";68035;"Some College";3
"6151";68035;"Some College";4
"6152";68037;NA;1
"6153";68040;"Some College";1
"6154";68043;"Some College";1
"6155";68046;"High School";1
"6156";68053;NA;1
"6157";68053;NA;2
"6158";68058;"Some College";1
"6159";68058;"Some College";2
"6160";68058;"Some College";3
"6161";68060;NA;1
"6162";68061;"College Grad";1
"6163";68062;"Some College";1
"6164";68065;"Some College";1
"6165";68068;"College Grad";1
"6166";68068;"College Grad";2
"6167";68077;"9 - 11th Grade";1
"6168";68080;"Some College";1
"6169";68086;"High School";1
"6170";68093;"9 - 11th Grade";1
"6171";68095;"Some College";1
"6172";68096;"Some College";1
"6173";68101;"College Grad";1
"6174";68108;NA;1
"6175";68109;"High School";1
"6176";68110;"College Grad";1
"6177";68113;NA;1
"6178";68114;NA;1
"6179";68114;NA;2
"6180";68115;"Some College";1
"6181";68117;"High School";1
"6182";68123;"8th Grade";1
"6183";68123;"8th Grade";2
"6184";68133;"Some College";1
"6185";68135;"Some College";1
"6186";68138;NA;1
"6187";68139;"High School";1
"6188";68140;"High School";1
"6189";68140;"High School";2
"6190";68148;NA;1
"6191";68149;NA;1
"6192";68152;"High School";1
"6193";68152;"High School";2
"6194";68154;"Some College";1
"6195";68162;NA;1
"6196";68163;NA;1
"6197";68168;NA;1
"6198";68171;"8th Grade";1
"6199";68172;NA;1
"6200";68177;"College Grad";1
"6201";68177;"College Grad";2
"6202";68182;"High School";1
"6203";68185;"Some College";1
"6204";68186;NA;1
"6205";68193;NA;1
"6206";68196;"Some College";1
"6207";68196;"Some College";2
"6208";68196;"Some College";3
"6209";68197;"High School";1
"6210";68198;"Some College";1
"6211";68200;"Some College";1
"6212";68202;NA;1
"6213";68202;NA;2
"6214";68203;"Some College";1
"6215";68203;"Some College";2
"6216";68206;"College Grad";1
"6217";68222;"9 - 11th Grade";1
"6218";68223;NA;1
"6219";68223;NA;2
"6220";68227;"High School";1
"6221";68228;NA;1
"6222";68228;NA;2
"6223";68229;"College Grad";1
"6224";68230;"Some College";1
"6225";68233;NA;1
"6226";68237;"Some College";1
"6227";68238;NA;1
"6228";68243;NA;1
"6229";68243;NA;2
"6230";68244;"8th Grade";1
"6231";68245;"9 - 11th Grade";1
"6232";68249;"Some College";1
"6233";68249;"Some College";2
"6234";68250;"College Grad";1
"6235";68250;"College Grad";2
"6236";68250;"College Grad";3
"6237";68253;NA;1
"6238";68256;"Some College";1
"6239";68263;"College Grad";1
"6240";68263;"College Grad";2
"6241";68270;"9 - 11th Grade";1
"6242";68270;"9 - 11th Grade";2
"6243";68271;"Some College";1
"6244";68271;"Some College";2
"6245";68271;"Some College";3
"6246";68279;"Some College";1
"6247";68280;NA;1
"6248";68281;"High School";1
"6249";68284;NA;1
"6250";68285;"High School";1
"6251";68285;"High School";2
"6252";68286;NA;1
"6253";68286;NA;2
"6254";68288;"9 - 11th Grade";1
"6255";68291;"High School";1
"6256";68293;"Some College";1
"6257";68293;"Some College";2
"6258";68293;"Some College";3
"6259";68294;NA;1
"6260";68294;NA;2
"6261";68296;"High School";1
"6262";68301;"High School";1
"6263";68301;"High School";2
"6264";68301;"High School";3
"6265";68301;"High School";4
"6266";68304;NA;1
"6267";68306;NA;1
"6268";68306;NA;2
"6269";68312;"Some College";1
"6270";68317;NA;1
"6271";68318;"College Grad";1
"6272";68324;"College Grad";1
"6273";68328;NA;1
"6274";68328;NA;2
"6275";68330;"9 - 11th Grade";1
"6276";68332;NA;1
"6277";68337;"Some College";1
"6278";68344;"Some College";1
"6279";68348;"College Grad";1
"6280";68350;NA;1
"6281";68351;"College Grad";1
"6282";68352;"8th Grade";1
"6283";68352;"8th Grade";2
"6284";68352;"8th Grade";3
"6285";68353;"College Grad";1
"6286";68354;"Some College";1
"6287";68356;"Some College";1
"6288";68361;NA;1
"6289";68377;"Some College";1
"6290";68380;"College Grad";1
"6291";68383;NA;1
"6292";68387;"College Grad";1
"6293";68388;NA;1
"6294";68389;NA;1
"6295";68395;NA;1
"6296";68401;"8th Grade";1
"6297";68405;NA;1
"6298";68408;NA;1
"6299";68410;NA;1
"6300";68416;"High School";1
"6301";68417;NA;1
"6302";68419;"Some College";1
"6303";68422;"Some College";1
"6304";68422;"Some College";2
"6305";68423;"College Grad";1
"6306";68423;"College Grad";2
"6307";68426;NA;1
"6308";68426;NA;2
"6309";68427;"Some College";1
"6310";68429;"College Grad";1
"6311";68429;"College Grad";2
"6312";68429;"College Grad";3
"6313";68430;NA;1
"6314";68436;"Some College";1
"6315";68440;"Some College";1
"6316";68440;"Some College";2
"6317";68447;"Some College";1
"6318";68447;"Some College";2
"6319";68447;"Some College";3
"6320";68448;"College Grad";1
"6321";68455;"High School";1
"6322";68458;"8th Grade";1
"6323";68461;NA;1
"6324";68464;"Some College";1
"6325";68466;"High School";1
"6326";68467;"College Grad";1
"6327";68467;"College Grad";2
"6328";68467;"College Grad";3
"6329";68474;"College Grad";1
"6330";68475;NA;1
"6331";68475;NA;2
"6332";68477;"Some College";1
"6333";68477;"Some College";2
"6334";68478;"Some College";1
"6335";68478;"Some College";2
"6336";68478;"Some College";3
"6337";68481;NA;1
"6338";68481;NA;2
"6339";68482;"High School";1
"6340";68490;NA;1
"6341";68491;"9 - 11th Grade";1
"6342";68491;"9 - 11th Grade";2
"6343";68493;"College Grad";1
"6344";68497;"College Grad";1
"6345";68497;"College Grad";2
"6346";68498;"Some College";1
"6347";68499;"Some College";1
"6348";68499;"Some College";2
"6349";68501;"Some College";1
"6350";68501;"Some College";2
"6351";68504;NA;1
"6352";68505;"High School";1
"6353";68505;"High School";2
"6354";68507;"College Grad";1
"6355";68509;"Some College";1
"6356";68511;NA;1
"6357";68513;"Some College";1
"6358";68515;NA;1
"6359";68515;NA;2
"6360";68517;"8th Grade";1
"6361";68519;NA;1
"6362";68521;"Some College";1
"6363";68521;"Some College";2
"6364";68528;"Some College";1
"6365";68529;"Some College";1
"6366";68534;NA;1
"6367";68543;NA;1
"6368";68547;"College Grad";1
"6369";68548;"College Grad";1
"6370";68553;"High School";1
"6371";68553;"High School";2
"6372";68555;NA;1
"6373";68560;"Some College";1
"6374";68561;"College Grad";1
"6375";68564;"Some College";1
"6376";68568;"Some College";1
"6377";68570;"High School";1
"6378";68571;"Some College";1
"6379";68572;"College Grad";1
"6380";68572;"College Grad";2
"6381";68575;"College Grad";1
"6382";68580;"Some College";1
"6383";68581;"College Grad";1
"6384";68583;NA;1
"6385";68584;NA;1
"6386";68584;NA;2
"6387";68588;NA;1
"6388";68589;"Some College";1
"6389";68589;"Some College";2
"6390";68592;"Some College";1
"6391";68597;"College Grad";1
"6392";68598;NA;1
"6393";68599;NA;1
"6394";68600;NA;1
"6395";68603;NA;1
"6396";68606;"8th Grade";1
"6397";68606;"8th Grade";2
"6398";68611;NA;1
"6399";68612;"Some College";1
"6400";68613;"Some College";1
"6401";68613;"Some College";2
"6402";68613;"Some College";3
"6403";68613;"Some College";4
"6404";68614;"9 - 11th Grade";1
"6405";68619;"Some College";1
"6406";68622;"Some College";1
"6407";68622;"Some College";2
"6408";68625;"Some College";1
"6409";68625;"Some College";2
"6410";68626;"Some College";1
"6411";68627;"High School";1
"6412";68628;NA;1
"6413";68630;"9 - 11th Grade";1
"6414";68630;"9 - 11th Grade";2
"6415";68632;"College Grad";1
"6416";68632;"College Grad";2
"6417";68633;"High School";1
"6418";68635;"Some College";1
"6419";68635;"Some College";2
"6420";68635;"Some College";3
"6421";68638;NA;1
"6422";68639;NA;1
"6423";68644;NA;1
"6424";68648;"College Grad";1
"6425";68648;"College Grad";2
"6426";68650;NA;1
"6427";68651;"College Grad";1
"6428";68651;"College Grad";2
"6429";68653;NA;1
"6430";68659;NA;1
"6431";68661;"College Grad";1
"6432";68664;NA;1
"6433";68664;NA;2
"6434";68665;"High School";1
"6435";68665;"High School";2
"6436";68666;NA;1
"6437";68667;"College Grad";1
"6438";68676;"High School";1
"6439";68679;"Some College";1
"6440";68679;"Some College";2
"6441";68679;"Some College";3
"6442";68679;"Some College";4
"6443";68680;"College Grad";1
"6444";68682;"8th Grade";1
"6445";68684;NA;1
"6446";68690;"High School";1
"6447";68691;NA;1
"6448";68691;NA;2
"6449";68693;"Some College";1
"6450";68695;"Some College";1
"6451";68697;NA;1
"6452";68707;"College Grad";1
"6453";68707;"College Grad";2
"6454";68707;"College Grad";3
"6455";68715;"High School";1
"6456";68720;"High School";1
"6457";68722;"9 - 11th Grade";1
"6458";68722;"9 - 11th Grade";2
"6459";68726;"Some College";1
"6460";68738;"High School";1
"6461";68738;"High School";2
"6462";68740;"Some College";1
"6463";68741;"8th Grade";1
"6464";68742;NA;1
"6465";68744;"High School";1
"6466";68746;"High School";1
"6467";68747;NA;1
"6468";68752;"9 - 11th Grade";1
"6469";68753;"College Grad";1
"6470";68753;"College Grad";2
"6471";68754;"Some College";1
"6472";68754;"Some College";2
"6473";68760;"Some College";1
"6474";68762;"Some College";1
"6475";68765;"Some College";1
"6476";68765;"Some College";2
"6477";68771;"Some College";1
"6478";68774;"Some College";1
"6479";68776;NA;1
"6480";68776;NA;2
"6481";68777;NA;1
"6482";68779;NA;1
"6483";68787;"College Grad";1
"6484";68787;"College Grad";2
"6485";68787;"College Grad";3
"6486";68789;NA;1
"6487";68790;"Some College";1
"6488";68791;"Some College";1
"6489";68794;"Some College";1
"6490";68796;NA;1
"6491";68799;"9 - 11th Grade";1
"6492";68801;NA;1
"6493";68811;NA;1
"6494";68818;"High School";1
"6495";68819;"9 - 11th Grade";1
"6496";68821;NA;1
"6497";68822;NA;1
"6498";68824;"9 - 11th Grade";1
"6499";68826;NA;1
"6500";68833;"High School";1
"6501";68839;"College Grad";1
"6502";68839;"College Grad";2
"6503";68844;NA;1
"6504";68846;"College Grad";1
"6505";68847;"Some College";1
"6506";68847;"Some College";2
"6507";68848;NA;1
"6508";68853;"Some College";1
"6509";68856;NA;1
"6510";68857;NA;1
"6511";68857;NA;2
"6512";68858;NA;1
"6513";68858;NA;2
"6514";68858;NA;3
"6515";68859;"Some College";1
"6516";68863;NA;1
"6517";68867;NA;1
"6518";68869;"Some College";1
"6519";68871;"College Grad";1
"6520";68873;"College Grad";1
"6521";68875;"High School";1
"6522";68875;"High School";2
"6523";68875;"High School";3
"6524";68876;"High School";1
"6525";68876;"High School";2
"6526";68880;NA;1
"6527";68884;"High School";1
"6528";68886;"College Grad";1
"6529";68891;NA;1
"6530";68893;NA;1
"6531";68894;"Some College";1
"6532";68894;"Some College";2
"6533";68899;"High School";1
"6534";68901;"College Grad";1
"6535";68901;"College Grad";2
"6536";68906;NA;1
"6537";68907;"College Grad";1
"6538";68907;"College Grad";2
"6539";68907;"College Grad";3
"6540";68908;"High School";1
"6541";68913;"9 - 11th Grade";1
"6542";68914;"High School";1
"6543";68915;"College Grad";1
"6544";68916;"8th Grade";1
"6545";68918;"8th Grade";1
"6546";68923;NA;1
"6547";68934;"8th Grade";1
"6548";68936;"High School";1
"6549";68947;"High School";1
"6550";68948;"Some College";1
"6551";68950;"9 - 11th Grade";1
"6552";68952;"College Grad";1
"6553";68953;"High School";1
"6554";68956;NA;1
"6555";68961;"College Grad";1
"6556";68961;"College Grad";2
"6557";68961;"College Grad";3
"6558";68966;"Some College";1
"6559";68971;"High School";1
"6560";68975;NA;1
"6561";68978;"Some College";1
"6562";68978;"Some College";2
"6563";68978;"Some College";3
"6564";68991;"9 - 11th Grade";1
"6565";68995;"College Grad";1
"6566";68998;"College Grad";1
"6567";69003;NA;1
"6568";69005;"Some College";1
"6569";69005;"Some College";2
"6570";69005;"Some College";3
"6571";69006;"Some College";1
"6572";69011;"Some College";1
"6573";69014;"Some College";1
"6574";69016;NA;1
"6575";69018;"9 - 11th Grade";1
"6576";69019;"High School";1
"6577";69019;"High School";2
"6578";69022;"Some College";1
"6579";69023;NA;1
"6580";69024;"College Grad";1
"6581";69026;NA;1
"6582";69027;"High School";1
"6583";69035;"Some College";1
"6584";69035;"Some College";2
"6585";69036;"9 - 11th Grade";1
"6586";69038;"College Grad";1
"6587";69040;"College Grad";1
"6588";69042;"High School";1
"6589";69042;"High School";2
"6590";69045;"Some College";1
"6591";69050;NA;1
"6592";69051;NA;1
"6593";69051;NA;2
"6594";69060;"Some College";1
"6595";69060;"Some College";2
"6596";69074;NA;1
"6597";69078;"College Grad";1
"6598";69080;NA;1
"6599";69086;"College Grad";1
"6600";69087;NA;1
"6601";69091;"High School";1
"6602";69097;"9 - 11th Grade";1
"6603";69101;"8th Grade";1
"6604";69101;"8th Grade";2
"6605";69104;NA;1
"6606";69109;NA;1
"6607";69110;"High School";1
"6608";69114;"High School";1
"6609";69116;NA;1
"6610";69116;NA;2
"6611";69120;"Some College";1
"6612";69121;NA;1
"6613";69123;"Some College";1
"6614";69123;"Some College";2
"6615";69124;NA;1
"6616";69126;NA;1
"6617";69126;NA;2
"6618";69126;NA;3
"6619";69136;"Some College";1
"6620";69137;"Some College";1
"6621";69138;NA;1
"6622";69138;NA;2
"6623";69140;"High School";1
"6624";69147;"College Grad";1
"6625";69148;NA;1
"6626";69149;"High School";1
"6627";69151;"College Grad";1
"6628";69155;NA;1
"6629";69156;NA;1
"6630";69156;NA;2
"6631";69157;"High School";1
"6632";69159;"College Grad";1
"6633";69163;NA;1
"6634";69164;"College Grad";1
"6635";69167;"9 - 11th Grade";1
"6636";69170;"8th Grade";1
"6637";69177;"College Grad";1
"6638";69178;"Some College";1
"6639";69181;"8th Grade";1
"6640";69181;"8th Grade";2
"6641";69192;NA;1
"6642";69193;NA;1
"6643";69195;NA;1
"6644";69197;NA;1
"6645";69207;"High School";1
"6646";69211;NA;1
"6647";69212;"9 - 11th Grade";1
"6648";69215;NA;1
"6649";69219;NA;1
"6650";69222;NA;1
"6651";69223;"College Grad";1
"6652";69228;NA;1
"6653";69229;"Some College";1
"6654";69233;NA;1
"6655";69234;NA;1
"6656";69237;"College Grad";1
"6657";69243;"College Grad";1
"6658";69243;"College Grad";2
"6659";69243;"College Grad";3
"6660";69253;"9 - 11th Grade";1
"6661";69254;NA;1
"6662";69255;"College Grad";1
"6663";69257;"Some College";1
"6664";69260;NA;1
"6665";69262;NA;1
"6666";69267;"College Grad";1
"6667";69269;NA;1
"6668";69279;"College Grad";1
"6669";69279;"College Grad";2
"6670";69279;"College Grad";3
"6671";69281;NA;1
"6672";69284;"Some College";1
"6673";69284;"Some College";2
"6674";69285;"Some College";1
"6675";69286;"College Grad";1
"6676";69287;"Some College";1
"6677";69290;NA;1
"6678";69292;NA;1
"6679";69292;NA;2
"6680";69292;NA;3
"6681";69298;NA;1
"6682";69301;"Some College";1
"6683";69307;"9 - 11th Grade";1
"6684";69308;NA;1
"6685";69311;NA;1
"6686";69314;"9 - 11th Grade";1
"6687";69321;"College Grad";1
"6688";69324;"Some College";1
"6689";69324;"Some College";2
"6690";69325;"College Grad";1
"6691";69327;NA;1
"6692";69329;"9 - 11th Grade";1
"6693";69330;"9 - 11th Grade";1
"6694";69333;"8th Grade";1
"6695";69335;"Some College";1
"6696";69337;"9 - 11th Grade";1
"6697";69338;NA;1
"6698";69343;"Some College";1
"6699";69349;"College Grad";1
"6700";69349;"College Grad";2
"6701";69349;"College Grad";3
"6702";69358;NA;1
"6703";69363;"High School";1
"6704";69365;"8th Grade";1
"6705";69365;"8th Grade";2
"6706";69365;"8th Grade";3
"6707";69371;"9 - 11th Grade";1
"6708";69373;"Some College";1
"6709";69373;"Some College";2
"6710";69375;"Some College";1
"6711";69376;NA;1
"6712";69381;NA;1
"6713";69385;NA;1
"6714";69386;"High School";1
"6715";69389;"High School";1
"6716";69390;"9 - 11th Grade";1
"6717";69393;"Some College";1
"6718";69393;"Some College";2
"6719";69397;"College Grad";1
"6720";69402;"College Grad";1
"6721";69403;"College Grad";1
"6722";69403;"College Grad";2
"6723";69405;"Some College";1
"6724";69406;NA;1
"6725";69410;"Some College";1
"6726";69411;"College Grad";1
"6727";69414;NA;1
"6728";69416;NA;1
"6729";69417;"Some College";1
"6730";69418;"College Grad";1
"6731";69419;"College Grad";1
"6732";69420;"High School";1
"6733";69421;"Some College";1
"6734";69421;"Some College";2
"6735";69422;"Some College";1
"6736";69425;"College Grad";1
"6737";69430;"8th Grade";1
"6738";69434;"Some College";1
"6739";69434;"Some College";2
"6740";69436;"Some College";1
"6741";69437;NA;1
"6742";69446;"8th Grade";1
"6743";69450;"College Grad";1
"6744";69450;"College Grad";2
"6745";69452;"Some College";1
"6746";69454;NA;1
"6747";69456;"College Grad";1
"6748";69456;"College Grad";2
"6749";69458;"High School";1
"6750";69459;"High School";1
"6751";69460;"8th Grade";1
"6752";69462;"Some College";1
"6753";69462;"Some College";2
"6754";69465;"College Grad";1
"6755";69465;"College Grad";2
"6756";69465;"College Grad";3
"6757";69468;"High School";1
"6758";69471;"College Grad";1
"6759";69482;NA;1
"6760";69488;"High School";1
"6761";69488;"High School";2
"6762";69489;"Some College";1
"6763";69490;NA;1
"6764";69490;NA;2
"6765";69493;NA;1
"6766";69498;"College Grad";1
"6767";69498;"College Grad";2
"6768";69499;"College Grad";1
"6769";69500;NA;1
"6770";69500;NA;2
"6771";69502;"College Grad";1
"6772";69502;"College Grad";2
"6773";69502;"College Grad";3
"6774";69503;"Some College";1
"6775";69505;"8th Grade";1
"6776";69508;"8th Grade";1
"6777";69512;NA;1
"6778";69516;"Some College";1
"6779";69520;"College Grad";1
"6780";69520;"College Grad";2
"6781";69521;"Some College";1
"6782";69522;"Some College";1
"6783";69523;"High School";1
"6784";69523;"High School";2
"6785";69523;"High School";3
"6786";69523;"High School";4
"6787";69529;NA;1
"6788";69530;NA;1
"6789";69530;NA;2
"6790";69531;"9 - 11th Grade";1
"6791";69536;"Some College";1
"6792";69537;"College Grad";1
"6793";69537;"College Grad";2
"6794";69537;"College Grad";3
"6795";69537;"College Grad";4
"6796";69538;NA;1
"6797";69541;"9 - 11th Grade";1
"6798";69542;"Some College";1
"6799";69546;"College Grad";1
"6800";69560;"9 - 11th Grade";1
"6801";69561;NA;1
"6802";69566;"8th Grade";1
"6803";69566;"8th Grade";2
"6804";69571;NA;1
"6805";69574;"College Grad";1
"6806";69574;"College Grad";2
"6807";69574;"College Grad";3
"6808";69577;"High School";1
"6809";69582;"8th Grade";1
"6810";69588;NA;1
"6811";69589;NA;1
"6812";69591;"Some College";1
"6813";69595;NA;1
"6814";69600;"High School";1
"6815";69601;NA;1
"6816";69602;"8th Grade";1
"6817";69603;"9 - 11th Grade";1
"6818";69607;"8th Grade";1
"6819";69612;NA;1
"6820";69613;"Some College";1
"6821";69615;NA;1
"6822";69616;"High School";1
"6823";69616;"High School";2
"6824";69617;"Some College";1
"6825";69618;"High School";1
"6826";69618;"High School";2
"6827";69621;"8th Grade";1
"6828";69625;"Some College";1
"6829";69626;"Some College";1
"6830";69626;"Some College";2
"6831";69626;"Some College";3
"6832";69627;NA;1
"6833";69629;NA;1
"6834";69633;"Some College";1
"6835";69633;"Some College";2
"6836";69636;NA;1
"6837";69637;"9 - 11th Grade";1
"6838";69637;"9 - 11th Grade";2
"6839";69637;"9 - 11th Grade";3
"6840";69637;"9 - 11th Grade";4
"6841";69638;NA;1
"6842";69640;"9 - 11th Grade";1
"6843";69640;"9 - 11th Grade";2
"6844";69641;"High School";1
"6845";69641;"High School";2
"6846";69641;"High School";3
"6847";69644;"College Grad";1
"6848";69645;"Some College";1
"6849";69646;NA;1
"6850";69647;"9 - 11th Grade";1
"6851";69647;"9 - 11th Grade";2
"6852";69648;"College Grad";1
"6853";69649;"College Grad";1
"6854";69654;"Some College";1
"6855";69658;"College Grad";1
"6856";69659;NA;1
"6857";69663;NA;1
"6858";69663;NA;2
"6859";69668;"College Grad";1
"6860";69671;"8th Grade";1
"6861";69675;"9 - 11th Grade";1
"6862";69675;"9 - 11th Grade";2
"6863";69678;NA;1
"6864";69682;"8th Grade";1
"6865";69683;NA;1
"6866";69686;NA;1
"6867";69687;"College Grad";1
"6868";69688;"Some College";1
"6869";69690;NA;1
"6870";69690;NA;2
"6871";69692;"9 - 11th Grade";1
"6872";69693;"Some College";1
"6873";69696;"9 - 11th Grade";1
"6874";69696;"9 - 11th Grade";2
"6875";69697;"Some College";1
"6876";69698;"High School";1
"6877";69700;"High School";1
"6878";69700;"High School";2
"6879";69702;"Some College";1
"6880";69702;"Some College";2
"6881";69704;"High School";1
"6882";69704;"High School";2
"6883";69704;"High School";3
"6884";69706;NA;1
"6885";69708;NA;1
"6886";69709;"Some College";1
"6887";69709;"Some College";2
"6888";69710;"Some College";1
"6889";69711;"High School";1
"6890";69712;"College Grad";1
"6891";69716;"Some College";1
"6892";69716;"Some College";2
"6893";69718;NA;1
"6894";69719;NA;1
"6895";69723;NA;1
"6896";69724;"9 - 11th Grade";1
"6897";69725;NA;1
"6898";69729;NA;1
"6899";69734;"College Grad";1
"6900";69742;NA;1
"6901";69745;"High School";1
"6902";69746;"College Grad";1
"6903";69748;"High School";1
"6904";69750;"College Grad";1
"6905";69750;"College Grad";2
"6906";69752;"College Grad";1
"6907";69752;"College Grad";2
"6908";69762;NA;1
"6909";69763;NA;1
"6910";69767;"Some College";1
"6911";69767;"Some College";2
"6912";69769;NA;1
"6913";69769;NA;2
"6914";69779;NA;1
"6915";69780;NA;1
"6916";69782;"High School";1
"6917";69785;"9 - 11th Grade";1
"6918";69786;NA;1
"6919";69792;NA;1
"6920";69792;NA;2
"6921";69798;"Some College";1
"6922";69798;"Some College";2
"6923";69811;"Some College";1
"6924";69812;"High School";1
"6925";69815;"Some College";1
"6926";69822;"8th Grade";1
"6927";69823;"College Grad";1
"6928";69825;"College Grad";1
"6929";69825;"College Grad";2
"6930";69826;NA;1
"6931";69827;"9 - 11th Grade";1
"6932";69835;"8th Grade";1
"6933";69835;"8th Grade";2
"6934";69835;"8th Grade";3
"6935";69836;NA;1
"6936";69838;"High School";1
"6937";69841;NA;1
"6938";69842;"Some College";1
"6939";69843;"College Grad";1
"6940";69843;"College Grad";2
"6941";69844;NA;1
"6942";69848;"9 - 11th Grade";1
"6943";69849;"9 - 11th Grade";1
"6944";69849;"9 - 11th Grade";2
"6945";69854;"Some College";1
"6946";69856;"College Grad";1
"6947";69856;"College Grad";2
"6948";69856;"College Grad";3
"6949";69857;NA;1
"6950";69861;"Some College";1
"6951";69862;"College Grad";1
"6952";69864;"High School";1
"6953";69869;"8th Grade";1
"6954";69870;"College Grad";1
"6955";69871;NA;1
"6956";69873;"High School";1
"6957";69874;NA;1
"6958";69875;"9 - 11th Grade";1
"6959";69875;"9 - 11th Grade";2
"6960";69880;"Some College";1
"6961";69882;NA;1
"6962";69887;"Some College";1
"6963";69888;"Some College";1
"6964";69890;NA;1
"6965";69890;NA;2
"6966";69896;"High School";1
"6967";69896;"High School";2
"6968";69900;"9 - 11th Grade";1
"6969";69901;NA;1
"6970";69910;"9 - 11th Grade";1
"6971";69916;"9 - 11th Grade";1
"6972";69917;"College Grad";1
"6973";69917;"College Grad";2
"6974";69919;"Some College";1
"6975";69920;NA;1
"6976";69921;"Some College";1
"6977";69923;"College Grad";1
"6978";69923;"College Grad";2
"6979";69923;"College Grad";3
"6980";69924;"9 - 11th Grade";1
"6981";69925;"8th Grade";1
"6982";69930;"College Grad";1
"6983";69931;"College Grad";1
"6984";69934;"College Grad";1
"6985";69934;"College Grad";2
"6986";69936;"College Grad";1
"6987";69943;"College Grad";1
"6988";69949;NA;1
"6989";69952;NA;1
"6990";69958;NA;1
"6991";69958;NA;2
"6992";69959;"9 - 11th Grade";1
"6993";69961;"College Grad";1
"6994";69961;"College Grad";2
